participant_id,age,gender,education,scenario,scenario_type,decision,reaction_time,emotional_response,关爱/伤害,公平/欺骗,忠诚/背叛,权威/颠覆,圣洁/堕落
74,62,女,高中及以下,2,职业伦理,1,27.07,1,2,6,5,6,4
74,62,女,高中及以下,3,个人道德困境,2,29.51,2,2,6,5,6,4
74,62,女,高中及以下,4,环境伦理,1,24.16,2,2,6,5,6,4
74,62,女,高中及以下,5,职业伦理,4,11.58,5,2,6,5,6,4
75,55,女,本科,1,职业伦理,1,24.66,5,1,1,5,7,1
75,55,女,本科,2,职业伦理,5,18.53,1,1,1,5,7,1
75,55,女,本科,3,社会道德困境,3,25.85,3,1,1,5,7,1
75,55,女,本科,4,个人道德困境,6,6.41,2,1,1,5,7,1
75,55,女,本科,5,社会道德困境,3,20.5,3,1,1,5,7,1
76,25,女,本科,1,职业伦理,4,27.5,5,4,4,3,4,6
76,25,女,本科,2,环境伦理,4,7.58,3,4,4,3,4,6
76,25,女,本科,3,职业伦理,6,2.39,5,4,4,3,4,6
76,25,女,本科,4,个人道德困境,3,12.57,1,4,4,3,4,6
76,25,女,本科,5,职业伦理,4,10.3,1,4,4,3,4,6
77,64,男,本科,1,职业伦理,5,26.25,2,3,7,2,4,3
77,64,男,本科,2,社会道德困境,3,29.53,2,3,7,2,4,3
77,64,男,本科,3,社会道德困境,6,3.6,4,3,7,2,4,3
77,64,男,本科,4,职业伦理,6,9.69,1,3,7,2,4,3
77,64,男,本科,5,环境伦理,3,1.12,3,3,7,2,4,3
78,30,男,硕士及以上,1,环境伦理,1,25.55,1,6,4,6,5,1
78,30,男,硕士及以上,2,数字伦理,2,23.17,4,6,4,6,5,1
78,30,男,硕士及以上,3,职业伦理,4,4.65,5,6,4,6,5,1
78,30,男,硕士及以上,4,社会道德困境,3,5.46,1,6,4,6,5,1
78,30,男,硕士及以上,5,个人道德困境,7,14.66,3,6,4,6,5,1
79,19,女,高中及以下,1,数字伦理,4,21.53,3,6,5,5,2,6
79,19,女,高中及以下,2,社会道德困境,4,12.36,5,6,5,5,2,6
79,19,女,高中及以下,3,个人道德困境,3,2.34,5,6,5,5,2,6
79,19,女,高中及以下,4,职业伦理,5,18.35,1,6,5,5,2,6
79,19,女,高中及以下,5,环境伦理,7,21.92,4,6,5,5,2,6
80,60,女,高中及以下,1,数字伦理,5,9.12,1,7,5,5,6,1
80,60,女,高中及以下,2,社会道德困境,5,10.39,5,7,5,5,6,1
80,60,女,高中及以下,3,个人道德困境,3,2.77,1,7,5,5,6,1
80,60,女,高中及以下,4,社会道德困境,3,25.04,4,7,5,5,6,1
80,60,女,高中及以下,5,社会道德困境,6,21.66,3,7,5,5,6,1
81,35,男,高中及以下,1,个人道德困境,7,24.32,1,6,7,5,3,7
81,35,男,高中及以下,2,数字伦理,7,14.97,1,6,7,5,3,7
81,35,男,高中及以下,3,数字伦理,4,24.97,4,6,7,5,3,7
81,35,男,高中及以下,4,个人道德困境,1,4.12,5,6,7,5,3,7
81,35,男,高中及以下,5,社会道德困境,6,22.99,5,6,7,5,3,7
82,31,男,本科,1,个人道德困境,7,29.7,1,2,2,2,6,5
82,31,男,本科,2,数字伦理,1,19.02,2,2,2,2,6,5
82,31,男,本科,3,职业伦理,6,26.27,4,2,2,2,6,5
82,31,男,本科,4,环境伦理,1,12.39,4,2,2,2,6,5
82,31,男,本科,5,职业伦理,7,5.19,2,2,2,2,6,5
83,58,男,本科,1,环境伦理,5,10.28,2,2,4,2,7,5
83,58,男,本科,2,职业伦理,3,14.35,5,2,4,2,7,5
83,58,男,本科,3,职业伦理,3,15.23,5,2,4,2,7,5
83,58,男,本科,4,环境伦理,7,19.47,1,2,4,2,7,5
83,58,男,本科,5,社会道德困境,6,10.28,1,2,4,2,7,5
84,61,男,硕士及以上,1,数字伦理,7,21.08,5,5,6,2,3,7
84,61,男,硕士及以上,2,数字伦理,5,16.1,5,5,6,2,3,7
84,61,男,硕士及以上,3,数字伦理,6,21.01,3,5,6,2,3,7
84,61,男,硕士及以上,4,职业伦理,1,12.08,4,5,6,2,3,7
84,61,男,硕士及以上,5,职业伦理,6,10.19,2,5,6,2,3,7
85,62,男,本科,1,职业伦理,3,9.16,4,1,3,5,2,1
85,62,男,本科,2,环境伦理,2,4.56,5,1,3,5,2,1
85,62,男,本科,3,数字伦理,5,4.14,3,1,3,5,2,1
85,62,男,本科,4,数字伦理,1,14.54,1,1,3,5,2,1
85,62,男,本科,5,社会道德困境,7,8.34,1,1,3,5,2,1
86,36,女,高中及以下,1,社会道德困境,1,15.34,3,2,5,2,6,2
86,36,女,高中及以下,2,环境伦理,5,8.55,2,2,5,2,6,2
86,36,女,高中及以下,3,数字伦理,1,19.13,5,2,5,2,6,2
86,36,女,高中及以下,4,个人道德困境,5,2.05,3,2,5,2,6,2
86,36,女,高中及以下,5,数字伦理,4,6.34,1,2,5,2,6,2
87,28,女,硕士及以上,1,个人道德困境,6,18.37,5,1,4,4,7,6
87,28,女,硕士及以上,2,数字伦理,1,19.02,3,1,4,4,7,6
87,28,女,硕士及以上,3,社会道德困境,2,3.71,5,1,4,4,7,6
87,28,女,硕士及以上,4,数字伦理,2,29.84,4,1,4,4,7,6
87,28,女,硕士及以上,5,职业伦理,7,29.7,4,1,4,4,7,6
88,51,女,高中及以下,1,社会道德困境,1,6.8,4,3,7,1,1,2
88,51,女,高中及以下,2,环境伦理,6,5.41,2,3,7,1,1,2
88,51,女,高中及以下,3,社会道德困境,1,4.03,3,3,7,1,1,2
88,51,女,高中及以下,4,环境伦理,7,22.8,5,3,7,1,1,2
88,51,女,高中及以下,5,数字伦理,4,24.37,2,3,7,1,1,2
89,37,男,高中及以下,1,环境伦理,1,8.64,4,5,1,3,3,2
89,37,男,高中及以下,2,职业伦理,3,17.39,2,5,1,3,3,2
89,37,男,高中及以下,3,个人道德困境,4,1.28,3,5,1,3,3,2
89,37,男,高中及以下,4,数字伦理,5,26.76,5,5,1,3,3,2
89,37,男,高中及以下,5,职业伦理,6,7.29,5,5,1,3,3,2
90,54,男,硕士及以上,1,个人道德困境,4,5.77,1,7,4,4,7,2
90,54,男,硕士及以上,2,职业伦理,2,15.4,3,7,4,4,7,2
90,54,男,硕士及以上,3,环境伦理,7,9.01,4,7,4,4,7,2
90,54,男,硕士及以上,4,数字伦理,6,27.08,4,7,4,4,7,2
90,54,男,硕士及以上,5,个人道德困境,2,19.78,5,7,4,4,7,2
91,18,男,高中及以下,1,社会道德困境,3,14.04,5,6,7,6,5,5
91,18,男,高中及以下,2,社会道德困境,6,5.34,5,6,7,6,5,5
91,18,男,高中及以下,3,个人道德困境,4,22.04,3,6,7,6,5,5
91,18,男,高中及以下,4,个人道德困境,6,10.02,4,6,7,6,5,5
91,18,男,高中及以下,5,环境伦理,6,28.71,1,6,7,6,5,5
92,25,男,高中及以下,1,职业伦理,7,13.69,1,2,2,6,1,3
92,25,男,高中及以下,2,数字伦理,1,21.14,2,2,2,6,1,3
92,25,男,高中及以下,3,职业伦理,3,14.45,3,2,2,6,1,3
92,25,男,高中及以下,4,环境伦理,1,13.71,2,2,2,6,1,3
92,25,男,高中及以下,5,个人道德困境,4,8.9,4,2,2,6,1,3
93,59,女,本科,1,环境伦理,3,19.24,5,7,6,2,6,2
93,59,女,本科,2,数字伦理,4,17.08,4,7,6,2,6,2
93,59,女,本科,3,个人道德困境,2,11.84,1,7,6,2,6,2
93,59,女,本科,4,个人道德困境,2,1.47,5,7,6,2,6,2
93,59,女,本科,5,环境伦理,7,16.23,3,7,6,2,6,2
94,54,女,高中及以下,1,职业伦理,1,8.33,3,6,2,7,7,5
94,54,女,高中及以下,2,数字伦理,4,2.16,2,6,2,7,7,5
94,54,女,高中及以下,3,社会道德困境,1,15.48,5,6,2,7,7,5
94,54,女,高中及以下,4,环境伦理,4,17.39,1,6,2,7,7,5
94,54,女,高中及以下,5,环境伦理,4,8.87,4,6,2,7,7,5
95,27,女,硕士及以上,1,数字伦理,3,20.92,5,7,1,4,3,2
95,27,女,硕士及以上,2,环境伦理,5,26.17,5,7,1,4,3,2
95,27,女,硕士及以上,3,社会道德困境,2,9.49,5,7,1,4,3,2
95,27,女,硕士及以上,4,社会道德困境,5,21.11,3,7,1,4,3,2
95,27,女,硕士及以上,5,职业伦理,6,2.84,4,7,1,4,3,2
96,58,男,本科,1,个人道德困境,6,13.74,5,5,1,7,7,7
96,58,男,本科,2,社会道德困境,1,18.52,5,5,1,7,7,7
96,58,男,本科,3,环境伦理,6,16.36,4,5,1,7,7,7
96,58,男,本科,4,社会道德困境,3,6.65,1,5,1,7,7,7
96,58,男,本科,5,个人道德困境,2,7.79,3,5,1,7,7,7
97,44,男,高中及以下,1,环境伦理,3,21.78,2,6,1,3,5,2
97,44,男,高中及以下,2,环境伦理,2,5.49,3,6,1,3,5,2
97,44,男,高中及以下,3,数字伦理,3,20.74,1,6,1,3,5,2
97,44,男,高中及以下,4,个人道德困境,3,1.62,2,6,1,3,5,2
97,44,男,高中及以下,5,个人道德困境,6,7.18,2,6,1,3,5,2
98,64,女,本科,1,环境伦理,5,15.29,1,1,7,4,1,2
98,64,女,本科,2,职业伦理,7,16.34,2,1,7,4,1,2
98,64,女,本科,3,环境伦理,5,5.65,2,1,7,4,1,2
98,64,女,本科,4,职业伦理,7,13.78,3,1,7,4,1,2
98,64,女,本科,5,职业伦理,7,26.01,1,1,7,4,1,2
99,41,女,硕士及以上,1,数字伦理,1,22.27,5,1,3,3,1,2
99,41,女,硕士及以上,2,数字伦理,3,9.16,5,1,3,3,1,2
99,41,女,硕士及以上,3,数字伦理,5,2.25,5,1,3,3,1,2
99,41,女,硕士及以上,4,环境伦理,2,6.71,1,1,3,3,1,2
99,41,女,硕士及以上,5,环境伦理,5,10.57,1,1,3,3,1,2
100,57,男,本科,1,个人道德困境,1,27.95,4,5,1,3,6,1
100,57,男,本科,2,个人道德困境,5,19.87,3,5,1,3,6,1
100,57,男,本科,3,环境伦理,7,14.13,1,5,1,3,6,1
100,57,男,本科,4,数字伦理,1,4.12,5,5,1,3,6,1
100,57,男,本科,5,个人道德困境,4,28.83,5,5,1,3,6,1
101,64,男,硕士及以上,1,个人道德困境,1,19.23,1,7,2,1,5,4
101,64,男,硕士及以上,2,个人道德困境,5,28.66,4,7,2,1,5,4
101,64,男,硕士及以上,3,数字伦理,7,1.85,5,7,2,1,5,4
101,64,男,硕士及以上,4,个人道德困境,4,2.63,1,7,2,1,5,4
101,64,男,硕士及以上,5,社会道德困境,7,25.02,3,7,2,1,5,4
102,20,女,高中及以下,1,职业伦理,4,26.18,5,6,5,4,4,3
102,20,女,高中及以下,2,环境伦理,2,25.87,2,6,5,4,4,3
102,20,女,高中及以下,3,职业伦理,2,14.23,4,6,5,4,4,3
102,20,女,高中及以下,4,环境伦理,7,10.16,1,6,5,4,4,3
102,20,女,高中及以下,5,社会道德困境,7,11.14,5,6,5,4,4,3
103,35,男,本科,1,数字伦理,4,5.44,5,6,7,6,3,3
103,35,男,本科,2,职业伦理,5,21.48,1,6,7,6,3,3
103,35,男,本科,3,职业伦理,5,17.96,2,6,7,6,3,3
103,35,男,本科,4,社会道德困境,4,22.69,3,6,7,6,3,3
103,35,男,本科,5,环境伦理,7,9.38,5,6,7,6,3,3
104,24,男,本科,1,职业伦理,6,19.46,1,2,1,1,2,4
104,24,男,本科,2,数字伦理,7,12.97,2,2,1,1,2,4
104,24,男,本科,3,职业伦理,2,8.11,5,2,1,1,2,4
104,24,男,本科,4,社会道德困境,2,9.49,2,2,1,1,2,4
104,24,男,本科,5,个人道德困境,6,1.12,3,2,1,1,2,4
105,49,男,本科,1,社会道德困境,4,10.09,5,1,5,7,2,6
105,49,男,本科,2,社会道德困境,6,28.92,5,1,5,7,2,6
105,49,男,本科,3,职业伦理,3,9.8,1,1,5,7,2,6
105,49,男,本科,4,环境伦理,5,29.07,4,1,5,7,2,6
105,49,男,本科,5,数字伦理,1,16.44,1,1,5,7,2,6
106,19,男,本科,1,职业伦理,5,12.52,1,3,6,6,6,4
106,19,男,本科,2,社会道德困境,7,19.05,1,3,6,6,6,4
106,19,男,本科,3,数字伦理,6,2.37,1,3,6,6,6,4
106,19,男,本科,4,职业伦理,4,20.8,3,3,6,6,6,4
106,19,男,本科,5,社会道德困境,7,3.18,4,3,6,6,6,4
107,60,男,硕士及以上,1,环境伦理,5,21.21,4,4,2,4,6,3
107,60,男,硕士及以上,2,社会道德困境,4,27.95,4,4,2,4,6,3
107,60,男,硕士及以上,3,社会道德困境,2,1.22,4,4,2,4,6,3
107,60,男,硕士及以上,4,环境伦理,3,16.81,4,4,2,4,6,3
107,60,男,硕士及以上,5,个人道德困境,6,14.17,5,4,2,4,6,3
108,51,女,本科,1,环境伦理,6,15.52,4,1,1,6,1,6
108,51,女,本科,2,数字伦理,7,14.3,5,1,1,6,1,6
108,51,女,本科,3,环境伦理,3,27.29,5,1,1,6,1,6
108,51,女,本科,4,社会道德困境,6,8.24,4,1,1,6,1,6
108,51,女,本科,5,环境伦理,7,15.47,2,1,1,6,1,6
109,50,男,硕士及以上,1,个人道德困境,5,9.68,5,7,7,6,2,5
109,50,男,硕士及以上,2,社会道德困境,5,23.39,1,7,7,6,2,5
109,50,男,硕士及以上,3,职业伦理,6,1.23,5,7,7,6,2,5
109,50,男,硕士及以上,4,数字伦理,4,15.31,2,7,7,6,2,5
109,50,男,硕士及以上,5,环境伦理,4,10.98,5,7,7,6,2,5
110,60,女,本科,1,职业伦理,4,4.91,2,2,5,2,4,1
110,60,女,本科,2,环境伦理,6,8.01,3,2,5,2,4,1
110,60,女,本科,3,职业伦理,1,18.75,2,2,5,2,4,1
110,60,女,本科,4,环境伦理,5,25.77,3,2,5,2,4,1
110,60,女,本科,5,数字伦理,2,11.95,4,2,5,2,4,1
111,31,男,高中及以下,1,数字伦理,5,18.32,1,7,5,3,6,5
111,31,男,高中及以下,2,职业伦理,1,27.51,3,7,5,3,6,5
111,31,男,高中及以下,3,社会道德困境,1,9.9,5,7,5,3,6,5
111,31,男,高中及以下,4,个人道德困境,5,13.74,3,7,5,3,6,5
111,31,男,高中及以下,5,数字伦理,7,27.72,1,7,5,3,6,5
112,20,女,本科,1,社会道德困境,3,8.34,5,1,6,7,6,6
112,20,女,本科,2,职业伦理,3,28.32,1,1,6,7,6,6
112,20,女,本科,3,个人道德困境,3,2.88,3,1,6,7,6,6
112,20,女,本科,4,个人道德困境,7,4.06,3,1,6,7,6,6
112,20,女,本科,5,个人道德困境,2,11.25,3,1,6,7,6,6
113,42,女,高中及以下,1,环境伦理,6,20.29,4,1,3,6,1,1
113,42,女,高中及以下,2,社会道德困境,7,9.21,4,1,3,6,1,1
113,42,女,高中及以下,3,社会道德困境,1,11.81,4,1,3,6,1,1
113,42,女,高中及以下,4,社会道德困境,6,4.74,4,1,3,6,1,1
113,42,女,高中及以下,5,数字伦理,7,17.54,5,1,3,6,1,1
114,18,男,本科,1,社会道德困境,1,13.95,2,1,3,3,7,1
114,18,男,本科,2,社会道德困境,4,23.42,4,1,3,3,7,1
114,18,男,本科,3,数字伦理,6,17.12,4,1,3,3,7,1
114,18,男,本科,4,环境伦理,3,8.84,4,1,3,3,7,1
114,18,男,本科,5,环境伦理,1,11.66,4,1,3,3,7,1
115,20,男,本科,1,数字伦理,4,4.24,3,2,4,4,4,2
115,20,男,本科,2,环境伦理,1,6.38,5,2,4,4,4,2
115,20,男,本科,3,数字伦理,1,29.2,3,2,4,4,4,2
115,20,男,本科,4,社会道德困境,3,2.73,3,2,4,4,4,2
115,20,男,本科,5,社会道德困境,3,24.62,5,2,4,4,4,2
116,61,女,硕士及以上,1,数字伦理,6,28.35,5,6,4,3,3,3
116,61,女,硕士及以上,2,职业伦理,5,19.47,5,6,4,3,3,3
116,61,女,硕士及以上,3,社会道德困境,2,22.29,2,6,4,3,3,3
116,61,女,硕士及以上,4,个人道德困境,3,3.07,2,6,4,3,3,3
116,61,女,硕士及以上,5,环境伦理,5,4.34,5,6,4,3,3,3
117,43,男,高中及以下,1,职业伦理,3,25.9,4,4,6,6,4,2
117,43,男,高中及以下,2,数字伦理,7,17.64,4,4,6,6,4,2
117,43,男,高中及以下,3,社会道德困境,3,15.2,2,4,6,6,4,2
117,43,男,高中及以下,4,环境伦理,4,13.12,4,4,6,6,4,2
117,43,男,高中及以下,5,环境伦理,3,3.06,5,4,6,6,4,2
118,44,女,硕士及以上,1,职业伦理,6,2.97,3,6,4,3,1,7
118,44,女,硕士及以上,2,数字伦理,6,8.89,4,6,4,3,1,7
118,44,女,硕士及以上,3,职业伦理,1,16.7,2,6,4,3,1,7
118,44,女,硕士及以上,4,环境伦理,1,13.91,5,6,4,3,1,7
118,44,女,硕士及以上,5,职业伦理,1,17.45,2,6,4,3,1,7
119,58,男,高中及以下,1,社会道德困境,3,26.02,5,6,1,1,6,1
119,58,男,高中及以下,2,社会道德困境,2,5.38,4,6,1,1,6,1
119,58,男,高中及以下,3,职业伦理,5,5.07,4,6,1,1,6,1
119,58,男,高中及以下,4,个人道德困境,6,17.34,1,6,1,1,6,1
119,58,男,高中及以下,5,数字伦理,7,27.66,2,6,1,1,6,1
120,38,女,高中及以下,1,社会道德困境,5,24.09,5,1,5,3,7,1
120,38,女,高中及以下,2,数字伦理,1,27.48,4,1,5,3,7,1
120,38,女,高中及以下,3,职业伦理,6,7.12,2,1,5,3,7,1
120,38,女,高中及以下,4,环境伦理,6,8.73,2,1,5,3,7,1
120,38,女,高中及以下,5,数字伦理,1,29.03,3,1,5,3,7,1
121,60,女,硕士及以上,1,职业伦理,2,11.47,3,2,3,4,2,7
121,60,女,硕士及以上,2,职业伦理,1,4.67,4,2,3,4,2,7
121,60,女,硕士及以上,3,个人道德困境,4,28.81,3,2,3,4,2,7
121,60,女,硕士及以上,4,数字伦理,6,28.11,3,2,3,4,2,7
121,60,女,硕士及以上,5,数字伦理,1,25.75,5,2,3,4,2,7
122,55,男,硕士及以上,1,社会道德困境,7,18.34,2,6,6,3,1,1
122,55,男,硕士及以上,2,环境伦理,5,29.67,2,6,6,3,1,1
122,55,男,硕士及以上,3,环境伦理,4,4.71,4,6,6,3,1,1
122,55,男,硕士及以上,4,职业伦理,3,11.97,3,6,6,3,1,1
122,55,男,硕士及以上,5,职业伦理,6,13.48,3,6,6,3,1,1
123,57,女,本科,1,职业伦理,2,24.01,4,5,1,4,7,4
123,57,女,本科,2,数字伦理,3,14.25,3,5,1,4,7,4
123,57,女,本科,3,环境伦理,6,8.91,2,5,1,4,7,4
123,57,女,本科,4,环境伦理,3,20.97,3,5,1,4,7,4
123,57,女,本科,5,环境伦理,5,6.46,4,5,1,4,7,4
124,39,女,高中及以下,1,数字伦理,3,15.71,2,3,1,6,5,4
124,39,女,高中及以下,2,职业伦理,3,23.93,1,3,1,6,5,4
124,39,女,高中及以下,3,数字伦理,7,14.17,3,3,1,6,5,4
124,39,女,高中及以下,4,数字伦理,1,5.72,5,3,1,6,5,4
124,39,女,高中及以下,5,个人道德困境,4,17.27,1,3,1,6,5,4
125,36,女,硕士及以上,1,职业伦理,2,19.29,1,2,7,5,1,1
125,36,女,硕士及以上,2,数字伦理,1,7.89,4,2,7,5,1,1
125,36,女,硕士及以上,3,职业伦理,5,28.83,5,2,7,5,1,1
125,36,女,硕士及以上,4,职业伦理,4,29.57,3,2,7,5,1,1
125,36,女,硕士及以上,5,个人道德困境,7,6.26,2,2,7,5,1,1
126,34,男,高中及以下,1,环境伦理,1,26.02,5,3,4,3,2,3
126,34,男,高中及以下,2,职业伦理,7,25.11,1,3,4,3,2,3
126,34,男,高中及以下,3,环境伦理,3,6.22,3,3,4,3,2,3
126,34,男,高中及以下,4,数字伦理,7,17.79,1,3,4,3,2,3
126,34,男,高中及以下,5,职业伦理,2,20.3,3,3,4,3,2,3
127,44,女,硕士及以上,1,职业伦理,4,11.26,4,1,7,3,1,7
127,44,女,硕士及以上,2,数字伦理,3,4.53,5,1,7,3,1,7
127,44,女,硕士及以上,3,个人道德困境,4,23.52,3,1,7,3,1,7
127,44,女,硕士及以上,4,社会道德困境,4,11.7,5,1,7,3,1,7
127,44,女,硕士及以上,5,职业伦理,3,29.43,2,1,7,3,1,7
128,43,女,高中及以下,1,数字伦理,6,21.96,3,6,2,4,2,3
128,43,女,高中及以下,2,社会道德困境,4,3.62,2,6,2,4,2,3
128,43,女,高中及以下,3,个人道德困境,1,3.16,2,6,2,4,2,3
128,43,女,高中及以下,4,环境伦理,7,16.16,4,6,2,4,2,3
128,43,女,高中及以下,5,社会道德困境,7,10.48,5,6,2,4,2,3
129,26,女,硕士及以上,1,社会道德困境,4,28.23,2,6,7,7,4,6
129,26,女,硕士及以上,2,环境伦理,2,10.96,4,6,7,7,4,6
129,26,女,硕士及以上,3,社会道德困境,2,4.76,3,6,7,7,4,6
129,26,女,硕士及以上,4,数字伦理,2,10.33,4,6,7,7,4,6
129,26,女,硕士及以上,5,个人道德困境,2,26.44,2,6,7,7,4,6
130,21,女,本科,1,环境伦理,6,13.03,4,6,6,7,2,5
130,21,女,本科,2,职业伦理,1,28.03,4,6,6,7,2,5
130,21,女,本科,3,数字伦理,1,12.26,5,6,6,7,2,5
130,21,女,本科,4,职业伦理,5,26.38,1,6,6,7,2,5
130,21,女,本科,5,个人道德困境,7,14.38,3,6,6,7,2,5
131,63,女,本科,1,环境伦理,1,21.49,4,5,7,6,4,1
131,63,女,本科,2,个人道德困境,2,6.0,2,5,7,6,4,1
131,63,女,本科,3,数字伦理,7,12.15,4,5,7,6,4,1
131,63,女,本科,4,个人道德困境,3,21.75,1,5,7,6,4,1
131,63,女,本科,5,社会道德困境,7,10.82,4,5,7,6,4,1
132,47,女,本科,1,职业伦理,3,6.19,1,4,5,3,3,7
132,47,女,本科,2,社会道德困境,2,8.58,5,4,5,3,3,7
132,47,女,本科,3,社会道德困境,2,11.95,2,4,5,3,3,7
132,47,女,本科,4,环境伦理,4,17.28,4,4,5,3,3,7
132,47,女,本科,5,职业伦理,6,23.65,5,4,5,3,3,7
133,56,男,硕士及以上,1,职业伦理,6,9.71,2,6,3,6,3,7
133,56,男,硕士及以上,2,职业伦理,7,4.49,3,6,3,6,3,7
133,56,男,硕士及以上,3,职业伦理,5,7.43,4,6,3,6,3,7
133,56,男,硕士及以上,4,社会道德困境,6,17.22,4,6,3,6,3,7
133,56,男,硕士及以上,5,数字伦理,7,14.15,1,6,3,6,3,7
134,35,女,本科,1,数字伦理,2,1.81,2,3,5,2,5,4
134,35,女,本科,2,职业伦理,6,7.09,4,3,5,2,5,4
134,35,女,本科,3,数字伦理,2,18.27,3,3,5,2,5,4
134,35,女,本科,4,数字伦理,1,5.04,1,3,5,2,5,4
134,35,女,本科,5,环境伦理,1,1.57,2,3,5,2,5,4
135,40,男,本科,1,环境伦理,4,22.11,4,2,1,5,6,6
135,40,男,本科,2,职业伦理,5,16.55,2,2,1,5,6,6
135,40,男,本科,3,数字伦理,2,8.54,5,2,1,5,6,6
135,40,男,本科,4,个人道德困境,5,1.63,5,2,1,5,6,6
135,40,男,本科,5,个人道德困境,1,2.45,4,2,1,5,6,6
136,55,男,本科,1,职业伦理,1,14.85,1,6,5,3,6,5
136,55,男,本科,2,职业伦理,7,5.7,1,6,5,3,6,5
136,55,男,本科,3,个人道德困境,3,11.88,3,6,5,3,6,5
136,55,男,本科,4,个人道德困境,5,7.53,4,6,5,3,6,5
136,55,男,本科,5,数字伦理,4,22.54,2,6,5,3,6,5
137,57,男,本科,1,社会道德困境,6,17.24,1,7,2,3,3,7
137,57,男,本科,2,社会道德困境,1,23.94,3,7,2,3,3,7
137,57,男,本科,3,个人道德困境,7,19.93,1,7,2,3,3,7
137,57,男,本科,4,个人道德困境,5,21.73,4,7,2,3,3,7
137,57,男,本科,5,数字伦理,3,19.41,3,7,2,3,3,7
138,28,女,高中及以下,1,个人道德困境,3,12.88,1,3,7,3,1,7
138,28,女,高中及以下,2,环境伦理,7,2.45,2,3,7,3,1,7
138,28,女,高中及以下,3,个人道德困境,6,14.55,4,3,7,3,1,7
138,28,女,高中及以下,4,个人道德困境,5,17.9,5,3,7,3,1,7
138,28,女,高中及以下,5,个人道德困境,7,11.74,5,3,7,3,1,7
139,30,女,高中及以下,1,职业伦理,3,24.81,4,3,3,3,2,2
139,30,女,高中及以下,2,环境伦理,3,22.15,4,3,3,3,2,2
139,30,女,高中及以下,3,职业伦理,1,19.13,1,3,3,3,2,2
139,30,女,高中及以下,4,个人道德困境,3,1.31,3,3,3,3,2,2
139,30,女,高中及以下,5,社会道德困境,6,8.04,1,3,3,3,2,2
140,29,女,硕士及以上,1,数字伦理,7,4.38,4,3,4,2,4,6
140,29,女,硕士及以上,2,个人道德困境,3,8.91,2,3,4,2,4,6
140,29,女,硕士及以上,3,职业伦理,3,1.09,3,3,4,2,4,6
140,29,女,硕士及以上,4,个人道德困境,1,7.33,3,3,4,2,4,6
140,29,女,硕士及以上,5,职业伦理,6,11.99,3,3,4,2,4,6
141,51,男,硕士及以上,1,数字伦理,5,5.41,5,6,5,7,1,4
141,51,男,硕士及以上,2,职业伦理,6,6.0,5,6,5,7,1,4
141,51,男,硕士及以上,3,职业伦理,3,28.59,1,6,5,7,1,4
141,51,男,硕士及以上,4,个人道德困境,4,16.24,2,6,5,7,1,4
141,51,男,硕士及以上,5,职业伦理,3,5.11,5,6,5,7,1,4
142,55,男,高中及以下,1,个人道德困境,6,20.48,1,3,5,2,6,6
142,55,男,高中及以下,2,个人道德困境,1,16.53,3,3,5,2,6,6
142,55,男,高中及以下,3,个人道德困境,2,21.05,4,3,5,2,6,6
142,55,男,高中及以下,4,职业伦理,3,4.49,2,3,5,2,6,6
142,55,男,高中及以下,5,环境伦理,7,27.38,1,3,5,2,6,6
143,54,女,本科,1,职业伦理,3,27.83,2,5,3,6,1,5
143,54,女,本科,2,社会道德困境,5,19.29,5,5,3,6,1,5
143,54,女,本科,3,个人道德困境,2,16.6,5,5,3,6,1,5
143,54,女,本科,4,数字伦理,2,7.78,5,5,3,6,1,5
143,54,女,本科,5,职业伦理,7,25.06,3,5,3,6,1,5
144,35,男,硕士及以上,1,社会道德困境,6,19.2,4,4,2,7,2,7
144,35,男,硕士及以上,2,职业伦理,1,3.05,2,4,2,7,2,7
144,35,男,硕士及以上,3,职业伦理,3,8.92,3,4,2,7,2,7
144,35,男,硕士及以上,4,社会道德困境,7,18.86,2,4,2,7,2,7
144,35,男,硕士及以上,5,环境伦理,3,7.8,4,4,2,7,2,7
145,57,男,硕士及以上,1,职业伦理,5,28.92,2,2,6,5,7,1
145,57,男,硕士及以上,2,社会道德困境,2,26.64,3,2,6,5,7,1
145,57,男,硕士及以上,3,社会道德困境,4,1.94,2,2,6,5,7,1
145,57,男,硕士及以上,4,环境伦理,3,15.98,5,2,6,5,7,1
145,57,男,硕士及以上,5,个人道德困境,6,28.45,4,2,6,5,7,1
146,19,女,硕士及以上,1,环境伦理,3,9.47,1,2,7,3,4,3
146,19,女,硕士及以上,2,社会道德困境,1,19.19,4,2,7,3,4,3
146,19,女,硕士及以上,3,环境伦理,2,23.6,3,2,7,3,4,3
146,19,女,硕士及以上,4,数字伦理,4,12.83,5,2,7,3,4,3
146,19,女,硕士及以上,5,环境伦理,6,5.81,3,2,7,3,4,3
147,60,女,高中及以下,1,社会道德困境,3,2.69,4,3,1,2,2,7
147,60,女,高中及以下,2,数字伦理,2,15.22,4,3,1,2,2,7
147,60,女,高中及以下,3,环境伦理,4,12.58,3,3,1,2,2,7
147,60,女,高中及以下,4,环境伦理,6,14.82,2,3,1,2,2,7
147,60,女,高中及以下,5,职业伦理,6,9.77,5,3,1,2,2,7
148,47,男,本科,1,数字伦理,2,4.86,1,3,2,3,2,5
148,47,男,本科,2,个人道德困境,4,23.76,5,3,2,3,2,5
